reactionId	solver	compartment	r ; p	ratelaw	parameter1	parameter2	parameter3	parameter4	parameter5	parameter6	parameter7	parameter8
vGin94	Stochastic	Nucleus	nuc_gene_a_RPS6KA2_ ; nuc_gene_i_RPS6KA2_	0.005								
vGin95	Stochastic	Nucleus	nuc_gene_a_RPS6KA3_ ; nuc_gene_i_RPS6KA3_	0.005								
vGin96	Stochastic	Nucleus	nuc_gene_a_RPS6KA4_ ; nuc_gene_i_RPS6KA4_	0.005								
vGin97	Stochastic	Nucleus	nuc_gene_a_DUSP1_ ; nuc_gene_i_DUSP1_	0.005								
vGin98	Stochastic	Nucleus	nuc_gene_a_FOS_ ; nuc_gene_i_FOS_	0.005								
vGin99	Stochastic	Nucleus	nuc_gene_a_JUN_ ; nuc_gene_i_JUN_	0.005								
vGin100	Stochastic	Nucleus	nuc_gene_a_MYC_ ; nuc_gene_i_MYC_	0.005								
vGin101	Stochastic	Nucleus	nuc_gene_a_CTNNB1_ ; nuc_gene_i_CTNNB1_	0.005								
vGin102	Stochastic	Nucleus	nuc_gene_a_PTEN_ ; nuc_gene_i_PTEN_	0.005								
vGin103	Stochastic	Nucleus	nuc_gene_a_AKT1_ ; nuc_gene_i_AKT1_	0.005								
vGin104	Stochastic	Nucleus	nuc_gene_a_AKT2_ ; nuc_gene_i_AKT2_	0.005								
vGin105	Stochastic	Nucleus	nuc_gene_a_PDPK1_ ; nuc_gene_i_PDPK1_	0.005								
vGin106	Stochastic	Nucleus	nuc_gene_a_RICTOR_ ; nuc_gene_i_RICTOR_	0.005								
vGin107	Stochastic	Nucleus	nuc_gene_a_MTOR_ ; nuc_gene_i_MTOR_	0.005								
vGin108	Stochastic	Nucleus	nuc_gene_a_GSK3B_ ; nuc_gene_i_GSK3B_	0.005								
vGin109	Stochastic	Nucleus	nuc_gene_a_TSC1_ ; nuc_gene_i_TSC1_	0.005								
vGin110	Stochastic	Nucleus	nuc_gene_a_TSC2_ ; nuc_gene_i_TSC2_	0.005								
vGin111	Stochastic	Nucleus	nuc_gene_a_PRKCA_ ; nuc_gene_i_PRKCA_	0.005								
vGin112	Stochastic	Nucleus	nuc_gene_a_PRKCB_ ; nuc_gene_i_PRKCB_	0.005								
vGin113	Stochastic	Nucleus	nuc_gene_a_PRKCG_ ; nuc_gene_i_PRKCG_	0.005								
vGin114	Stochastic	Nucleus	nuc_gene_a_PRKCD_ ; nuc_gene_i_PRKCD_	0.005								
vGin115	Stochastic	Nucleus	nuc_gene_a_PEBP1_ ; nuc_gene_i_PEBP1_	0.005								
vGin116	Stochastic	Nucleus	nuc_gene_a_MAPK1_ ; nuc_gene_i_MAPK1_	0.005								
vGin117	Stochastic	Nucleus	nuc_gene_a_MAPK3_ ; nuc_gene_i_MAPK3_	0.005								
vGin118	Stochastic	Nucleus	nuc_gene_a_FOXO3_ ; nuc_gene_i_FOXO3_	0.005								
vGin119	Stochastic	Nucleus	nuc_gene_a_RHEB_ ; nuc_gene_i_RHEB_	0.005								
vGin120	Stochastic	Nucleus	nuc_gene_a_RPTOR_ ; nuc_gene_i_RPTOR_	0.005								
vGin121	Stochastic	Nucleus	nuc_gene_a_RPS6KB1_ ; nuc_gene_i_RPS6KB1_	0.005								
vGin122	Stochastic	Nucleus	nuc_gene_a_RPS6KB2_ ; nuc_gene_i_RPS6KB2_	0.005								
vGin123	Stochastic	Nucleus	nuc_gene_a_EIF4EBP1_ ; nuc_gene_i_EIF4EBP1_	0.005								
vGin124	Stochastic	Nucleus	nuc_gene_a_SOS1_ ; nuc_gene_i_SOS1_	0.005								
vGin125	Stochastic	Nucleus	nuc_gene_a_CDKN2A_ ; nuc_gene_i_CDKN2A_	0.005								
vGin126	Stochastic	Nucleus	nuc_gene_a_MDM4_ ; nuc_gene_i_MDM4_	0.005								
vGin127	Stochastic	Nucleus	nuc_gene_a_FGFR1_ ; nuc_gene_i_FGFR1_	0.005								
vGin128	Stochastic	Nucleus	nuc_gene_a_FGFR2_ ; nuc_gene_i_FGFR2_	0.005								
vGin129	Stochastic	Nucleus	nuc_gene_a_FGF1_ ; nuc_gene_i_FGF1_	0.005								
vGin130	Stochastic	Nucleus	nuc_gene_a_FGF2_ ; nuc_gene_i_FGF2_	0.005								
vGin131	Stochastic	Nucleus	nuc_gene_a_EIF4E_ ; nuc_gene_i_EIF4E_	0.005								
vGin132	Stochastic	Nucleus	nuc_gene_a_IRS1_ ; nuc_gene_i_IRS1_	0.005								
vGin133	Stochastic	Nucleus	nuc_gene_a_IRS2_ ; nuc_gene_i_IRS2_	0.005								
vGin134	Stochastic	Nucleus	nuc_gene_a_IGF1_ ; nuc_gene_i_IGF1_	0.005								
vGin135	Stochastic	Nucleus	nuc_gene_a_IGF2_ ; nuc_gene_i_IGF2_	0.005								
vGin136	Stochastic	Nucleus	nuc_gene_a_IGF1R_ ; nuc_gene_i_IGF1R_	0.005								
vGin137	Stochastic	Nucleus	nuc_gene_a_MSH6_ ; nuc_gene_i_MSH6_	0.005								
vGin138	Stochastic	Nucleus	nuc_gene_a_BRCA2_ ; nuc_gene_i_BRCA2_	0.005								
vGin139	Stochastic	Nucleus	nuc_gene_a_MGMT_ ; nuc_gene_i_MGMT_	0.005								
vGin140	Stochastic	Nucleus	nuc_gene_a_INSR_ ; nuc_gene_i_INSR_	0.005								
vGin141	Stochastic	Nucleus	nuc_gene_a_INS_ ; nuc_gene_i_INS_	0.005								
vGin142	Stochastic	Nucleus	nuc_gene_a_IFNG_ ; nuc_gene_i_IFNG_	0.005								
vGin143	Stochastic	Nucleus	nuc_gene_a_IFNGR2_ ; nuc_gene_i_IFNGR2_	0.005								
vGin144	Stochastic	Nucleus	nuc_gene_a_JAK1_ ; nuc_gene_i_JAK1_	0.005								
vGin145	Stochastic	Nucleus	nuc_gene_a_STAT1_ ; nuc_gene_i_STAT1_	0.005								
vGin146	Stochastic	Nucleus	nuc_gene_a_PTPN11_ ; nuc_gene_i_PTPN11_	0.005								
vGin147	Stochastic	Nucleus	nuc_gene_a_PTPN2_ ; nuc_gene_i_PTPN2_	0.005								
vGin148	Stochastic	Nucleus	nuc_gene_a_PTPN1_ ; nuc_gene_i_PTPN1_	0.005								
vGin149	Stochastic	Nucleus	nuc_gene_a_SOCS1_ ; nuc_gene_i_SOCS1_	0.005								
vTC1	Stochastic	Nucleus	; cyt_mrna_TP53_201_	0.000725								
vTC2	Stochastic	Nucleus	; cyt_mrna_MDM2_202_	0.0165								
vTC3	Stochastic	Nucleus	; cyt_mrna_PPM1D_201_	0.000954								
vTC4	Stochastic	Nucleus	; cyt_mrna_ATM_229_	0.000216								
vTC5	Stochastic	Nucleus	; cyt_mrna_ATR_201_	0.000194								
vTC6	Stochastic	Nucleus	; cyt_mrna_RB1_201_	0.00281								
vTC7	Stochastic	Nucleus	; cyt_mrna_E2F1_201_	0.0045								
vTC8	Stochastic	Nucleus	; cyt_mrna_E2F2_203_	0.00738								
vTC9	Stochastic	Nucleus	; cyt_mrna_E2F3_201_	0.00747								
vTC10	Stochastic	Nucleus	; cyt_mrna_CCND1_201_	(k2852_1*nuc_gene_a_CCND1_)+(k2852_2*nuc_gene_a_CCND1_*(nuc_prot_p_FOS__JUN_/k2852_3)^k2852_4/(1.0+(nuc_prot_p_FOS__JUN_/k2852_3)^k2852_4)*(nuc_prot_MYC_/k2852_5)^k2852_6/(1.0+(nuc_prot_MYC_/k2852_5)^k2852_6))	0.000454	0.1	1.25	3	450	3		
vTC11	Stochastic	Nucleus	; cyt_mrna_CCND2_201_	(k2853_1*nuc_gene_a_CCND2_)+(k2853_2*nuc_gene_a_CCND2_*(nuc_prot_p_FOS__JUN_/k2853_3)^k2853_4/(1.0+(nuc_prot_p_FOS__JUN_/k2853_3)^k2853_4)*(nuc_prot_MYC_/k2853_5)^k2853_6/(1.0+(nuc_prot_MYC_/k2853_5)^k2853_6))	7.56E-05	0.1	1.25	3	450	3		
vTC12	Stochastic	Nucleus	; cyt_mrna_CCND3_203_	(k2854_1*nuc_gene_a_CCND3_)+(k2854_2*nuc_gene_a_CCND3_*(nuc_prot_p_FOS__JUN_/k2854_3)^k2854_4/(1.0+(nuc_prot_p_FOS__JUN_/k2854_3)^k2854_4)*(nuc_prot_MYC_/k2854_5)^k2854_6/(1.0+(nuc_prot_MYC_/k2854_5)^k2854_6))	0.000151	0.1	1.25	3	450	3		
vTC13	Stochastic	Nucleus	; cyt_mrna_CCNE1_201_	0.012								
vTC14	Stochastic	Nucleus	; cyt_mrna_CCNE2_201_	0.012								
vTC15	Stochastic	Nucleus	; cyt_mrna_SKP2_202_	0.00638								
vTC16	Stochastic	Nucleus	; cyt_mrna_CDC25A_201_	0.00487								
vTC17	Stochastic	Nucleus	; cyt_mrna_CDC25B_201_	0.00207								
vTC18	Stochastic	Nucleus	; cyt_mrna_CDC25C_201_	0.00486								
vTC19	Stochastic	Nucleus	; cyt_mrna_CCNA2_201_	0.012								
vTC20	Stochastic	Nucleus	; cyt_mrna_CDKN1B_201_	0.00837								
vTC21	Stochastic	Nucleus	; cyt_mrna_CDH1_201_	0.00211								
vTC22	Stochastic	Nucleus	; cyt_mrna_CCNB1_201_	0.012								
vTC23	Stochastic	Nucleus	; cyt_mrna_CDC20_201_	0.002								
vTC24	Stochastic	Nucleus	; cyt_mrna_WEE1_202_	0.00811								
vTC25	Stochastic	Nucleus	; cyt_mrna_CHEK1_201_	0.00306								
vTC26	Stochastic	Nucleus	; cyt_mrna_CDKN1A_201_	(k2868_1*nuc_gene_a_CDKN1A_)+(k2868_2*nuc_gene_a_CDKN1A_*(((nuc_prot_a_TP53_/k2868_3)^k2868_4)/(1.0+(nuc_prot_a_TP53_/k2868_3)^k2868_4)))	0.0127	0.1	50	4				
vTC27	Stochastic	Nucleus	; cyt_mrna_CDK1_203_	0.00524								
vTC28	Stochastic	Nucleus	; cyt_mrna_CDK2_201_	0.000449								
vTC29	Stochastic	Nucleus	; cyt_mrna_CDK4_201_	0.00111								
vTC30	Stochastic	Nucleus	; cyt_mrna_CDK6_202_	0.00159								
vTC31	Stochastic	Nucleus	; cyt_mrna_TNFSF10_201_	0								
vTC32	Stochastic	Nucleus	; cyt_mrna_TNFRSF10A_201_	0.000338								
vTC33	Stochastic	Nucleus	; cyt_mrna_TNFRSF10B_201_	0.0044								
vTC34	Stochastic	Nucleus	; cyt_mrna_CFLAR_201_	0.00291								
vTC35	Stochastic	Nucleus	; cyt_mrna_CASP8_218_	0.00143								
vTC36	Stochastic	Nucleus	; cyt_mrna_CASP10_202_	0.000896								
vTC37	Stochastic	Nucleus	; cyt_mrna_BFAR_201_	0.0116								
vTC38	Stochastic	Nucleus	; cyt_mrna_CASP3_201_	0.0022								
vTC39	Stochastic	Nucleus	; cyt_mrna_CASP7_203_	0.00381								
vTC40	Stochastic	Nucleus	; cyt_mrna_CASP6_201_	0.00339								
vTC41	Stochastic	Nucleus	; cyt_mrna_XIAP_202_	0.00201								
vTC42	Stochastic	Nucleus	; cyt_mrna_PARP1_203_	0.000606								
vTC43	Stochastic	Nucleus	; cyt_mrna_BID_211_	0.00253								
vTC44	Stochastic	Nucleus	; cyt_mrna_BCL2_201_	0								
vTC45	Stochastic	Nucleus	; cyt_mrna_BCL2L1_201_	0.000578								
vTC46	Stochastic	Nucleus	; cyt_mrna_MCL1_201_	0.00593								
vTC47	Stochastic	Nucleus	; cyt_mrna_BAX_202_	0.000312								
vTC48	Stochastic	Nucleus	; cyt_mrna_CYCS_201_	0.00986								
vTC49	Stochastic	Nucleus	; cyt_mrna_DIABLO_206_	0.000609								
vTC50	Stochastic	Nucleus	; cyt_mrna_APAF1_210_	0.000354								
vTC51	Stochastic	Nucleus	; cyt_mrna_CASP9_201_	0.000353								
vTC52	Stochastic	Nucleus	; cyt_mrna_BAD_201_	0.00135								
vTC53	Stochastic	Nucleus	; cyt_mrna_BBC3_203_	(k2895_1*nuc_gene_a_BBC3_)+(k2895_2*nuc_gene_a_BBC3_*(((nuc_prot_a_TP53_/k2895_3)^k2895_4)/(1.0+(nuc_prot_a_TP53_/k2895_3)^k2895_4)))	0.000445	0.1	1350	4				
vTC54	Stochastic	Nucleus	; cyt_mrna_PMAIP1_202_	(k2896_1*nuc_gene_a_PMAIP1_)+(k2896_2*nuc_gene_a_PMAIP1_*(((nuc_prot_a_TP53_/k2896_3)^k2896_4)/(1.0+(nuc_prot_a_TP53_/k2896_3)^k2896_4)))	0.00182	0.1	1350	4				
vTC55	Stochastic	Nucleus	; cyt_mrna_BCL2L11_204_	(k2897_1*nuc_gene_a_BCL2L11_)+(k2897_2*nuc_gene_a_BCL2L11_*(((nuc_prot_FOXO3_/k2897_3)^k2897_4)/(1.0+(nuc_prot_FOXO3_/k2897_3)^k2897_4)))	0.0012	0.1	45	4				
vTC56	Stochastic	Nucleus	; cyt_mrna_EGF_201_	0								
vTC57	Stochastic	Nucleus	; cyt_mrna_NRG1_203_	0								
vTC58	Stochastic	Nucleus	; cyt_mrna_EGFR_201_	(k2900_1*nuc_gene_a_EGFR_)+(k2900_2*nuc_gene_a_EGFR_*(((nuc_prot_FOXO3_/k2900_3)^k2900_4)/(1.0+(nuc_prot_FOXO3_/k2900_3)^k2900_4)))	0.000967	0.1	60	4				
vTC59	Stochastic	Nucleus	; cyt_mrna_ERBB2_201_	(k2901_1*nuc_gene_a_ERBB2_)+(k2901_2*nuc_gene_a_ERBB2_*(((nuc_prot_FOXO3_/k2901_3)^k2901_4)/(1.0+(nuc_prot_FOXO3_/k2901_3)^k2901_4)))	0.000349	0.1	60	4				
vTC60	Stochastic	Nucleus	; cyt_mrna_ERBB3_201_	(k2902_1*nuc_gene_a_ERBB3_)+(k2902_2*nuc_gene_a_ERBB3_*(((nuc_prot_FOXO3_/k2902_3)^k2902_4)/(1.0+(nuc_prot_FOXO3_/k2902_3)^k2902_4)))	0.00185	0.1	60	4				
vTC61	Stochastic	Nucleus	; cyt_mrna_ERBB4_202_	(k2903_1*nuc_gene_a_ERBB4_)+(k2903_2*nuc_gene_a_ERBB4_*(((nuc_prot_FOXO3_/k2903_3)^k2903_4)/(1.0+(nuc_prot_FOXO3_/k2903_3)^k2903_4)))	0	0	60	4				
vTC62	Stochastic	Nucleus	; cyt_mrna_EGFRvIII_201_	0								
vTC63	Stochastic	Nucleus	; cyt_mrna_MET_202_	(k2905_1*nuc_gene_a_MET_)+(k2905_2*nuc_gene_a_MET_*(((nuc_prot_FOXO3_/k2905_3)^k2905_4)/(1.0+(nuc_prot_FOXO3_/k2905_3)^k2905_4)))	0.00179	0.1	60	4				
vTC64	Stochastic	Nucleus	; cyt_mrna_HGF_201_	0								
vTC65	Stochastic	Nucleus	; cyt_mrna_PDGFRA_201_	(k2907_1*nuc_gene_a_PDGFRA_)+(k2907_2*nuc_gene_a_PDGFRA_*(((nuc_prot_FOXO3_/k2907_3)^k2907_4)/(1.0+(nuc_prot_FOXO3_/k2907_3)^k2907_4)))	0.000235	0.1	60	4				
vTC66	Stochastic	Nucleus	; cyt_mrna_PDGFRB_201_	(k2908_1*nuc_gene_a_PDGFRB_)+(k2908_2*nuc_gene_a_PDGFRB_*(((nuc_prot_FOXO3_/k2908_3)^k2908_4)/(1.0+(nuc_prot_FOXO3_/k2908_3)^k2908_4)))	0.00014	0.1	60	4				
vTC67	Stochastic	Nucleus	; cyt_mrna_PDGFB_201_	0								
vTC68	Stochastic	Nucleus	; cyt_mrna_SPRY2_202_	(k2910_1*nuc_gene_a_SPRY2_)+(k2910_2*nuc_gene_a_SPRY2_*(((nuc_prot_p_p_MAPK_/k2910_3)^k2910_4 + (nuc_prot_p_RPS6KA_/k2910_5)^k2910_6)/(1.0+(nuc_prot_p_p_MAPK_/k2910_3)^k2910_4 + (nuc_prot_p_RPS6KA_/k2910_5)^k2910_6)))	0.00314	0.1	65	4	20	4		
vTC69	Stochastic	Nucleus	; cyt_mrna_CBL_201_	0.0007								
vTC70	Stochastic	Nucleus	; cyt_mrna_GRB2_202_	0.000627								
vTC71	Stochastic	Nucleus	; cyt_mrna_PLCG1_223_	0.000101								
vTC72	Stochastic	Nucleus	; cyt_mrna_PLCG2_208_	0.000101								
vTC73	Stochastic	Nucleus	; cyt_mrna_PIK3CA_201_	0.00067								
vTC74	Stochastic	Nucleus	; cyt_mrna_PIK3CB_214_	0.000646								
vTC75	Stochastic	Nucleus	; cyt_mrna_PIK3CG_205_	0								
vTC76	Stochastic	Nucleus	; cyt_mrna_PIK3CD_202_	0								
vTC77	Stochastic	Nucleus	; cyt_mrna_PIK3R1_211_	0.000827								
vTC78	Stochastic	Nucleus	; cyt_mrna_PIK3R2_201_	0.000103								
vTC79	Stochastic	Nucleus	; cyt_mrna_PIK3R3_201_	0.00386								
vTC80	Stochastic	Nucleus	; cyt_mrna_PIK3R4_201_	0.000208								
vTC81	Stochastic	Nucleus	; cyt_mrna_PIK3C2A_206_	0.00071								
vTC82	Stochastic	Nucleus	; cyt_mrna_RASGRP1_201_	0								
vTC83	Stochastic	Nucleus	; cyt_mrna_RASGRP3_202_	0.000407								
vTC84	Stochastic	Nucleus	; cyt_mrna_NRAS_201_	0.0015								
vTC85	Stochastic	Nucleus	; cyt_mrna_KRAS_202_	0.00138								
vTC86	Stochastic	Nucleus	; cyt_mrna_HRAS_201_	0.000158								
vTC87	Stochastic	Nucleus	; cyt_mrna_NF1_202_	0.000509								
vTC88	Stochastic	Nucleus	; cyt_mrna_RAF1_201_	0.000808								
vTC89	Stochastic	Nucleus	; cyt_mrna_BRAF_201_	0.000397								
vTC90	Stochastic	Nucleus	; cyt_mrna_MAP2K1_201_	0.00024								
vTC91	Stochastic	Nucleus	; cyt_mrna_MAP2K2_201_	0.000289								
vTC92	Stochastic	Nucleus	; cyt_mrna_DUSP6_201_	(k2934_1*nuc_gene_a_DUSP6_)+(k2934_2*nuc_gene_a_DUSP6_*(((nuc_prot_p_p_MAPK_/k2934_3)^k2934_4 + (nuc_prot_p_RPS6KA_/k2934_5)^k2934_6)/(1.0+(nuc_prot_p_p_MAPK_/k2934_3)^k2934_4 + (nuc_prot_p_RPS6KA_/k2934_5)^k2934_6)))	0.00712	0.1	40	4	10	4		
vTC93	Stochastic	Nucleus	; cyt_mrna_RPS6KA1_204_	8.68E-05								
vTC94	Stochastic	Nucleus	; cyt_mrna_RPS6KA2_201_	0.000181								
vTC95	Stochastic	Nucleus	; cyt_mrna_RPS6KA3_201_	0.000515								
vTC96	Stochastic	Nucleus	; cyt_mrna_RPS6KA4_201_	9.28E-05								
vTC97	Stochastic	Nucleus	; cyt_mrna_DUSP1_201_	(k2939_1*nuc_gene_a_DUSP1_)+(k2939_2*nuc_gene_a_DUSP1_*(((nuc_prot_p_p_MAPK_/k2939_3)^k2939_4 + (nuc_prot_p_RPS6KA_/k2939_5)^k2939_6)/(1.0+(nuc_prot_p_p_MAPK_/k2939_3)^k2939_4 + (nuc_prot_p_RPS6KA_/k2939_5)^k2939_6)))	0.0145	0.1	40	4	10	4		
vTC98	Stochastic	Nucleus	; cyt_mrna_FOS_201_	(k2940_1*nuc_gene_a_FOS_)+(k2940_2*nuc_gene_a_FOS_*(((nuc_prot_p_p_MAPK_/k2940_3)^k2940_4 + (nuc_prot_p_RPS6KA_/k2940_5)^k2940_6)/(1.0+(nuc_prot_p_p_MAPK_/k2940_3)^k2940_4 + (nuc_prot_p_RPS6KA_/k2940_5)^k2940_6+(nuc_prot_p_FOS__JUN_/k2940_7)^k2940_8)))	0.0187	0.1	20	4	5	4	0.8	4
vTC99	Stochastic	Nucleus	; cyt_mrna_JUN_201_	(k2941_1*nuc_gene_a_JUN_)+(k2941_2*nuc_gene_a_JUN_*(((nuc_prot_p_FOS__JUN_/k2941_3)^k2941_4)/(1.0+(nuc_prot_p_FOS__JUN_/k2941_3)^k2941_4)))	0.0222	0.1	0.8	3				
vTC100	Stochastic	Nucleus	; cyt_mrna_MYC_206_	(k2942_1*nuc_gene_a_MYC_)+(k2942_2*nuc_gene_a_MYC_*(((nuc_prot_CTNNB1_/k2942_3)^k2942_4)/(1.0+(nuc_prot_CTNNB1_/k2942_3)^k2942_4)))	0.00172	0.1	250	4				
vTC101	Stochastic	Nucleus	; cyt_mrna_CTNNB1_201_	0.00322								
vTC102	Stochastic	Nucleus	; cyt_mrna_PTEN_201_	0.00206								
vTC103	Stochastic	Nucleus	; cyt_mrna_AKT1_218_	6.62E-05								
vTC104	Stochastic	Nucleus	; cyt_mrna_AKT2_206_	0.000234								
vTC105	Stochastic	Nucleus	; cyt_mrna_PDPK1_202_	0.000499								
vTC106	Stochastic	Nucleus	; cyt_mrna_RICTOR_202_	0.00138								
vTC107	Stochastic	Nucleus	; cyt_mrna_MTOR_201_	6.73E-05								
vTC108	Stochastic	Nucleus	; cyt_mrna_GSK3B_201_	0.000469								
vTC109	Stochastic	Nucleus	; cyt_mrna_TSC1_201_	0.000746								
vTC110	Stochastic	Nucleus	; cyt_mrna_TSC2_201_	6.70E-05								
vTC111	Stochastic	Nucleus	; cyt_mrna_PRKCA_202_	0.000294								
vTC112	Stochastic	Nucleus	; cyt_mrna_PRKCB_210_	0.000147								
vTC113	Stochastic	Nucleus	; cyt_mrna_PRKCG_201_	0								
vTC114	Stochastic	Nucleus	; cyt_mrna_PRKCD_201_	0.000441								
vTC115	Stochastic	Nucleus	; cyt_mrna_PEBP1_201_	0.00227								
vTC116	Stochastic	Nucleus	; cyt_mrna_MAPK1_201_	0.000644								
vTC117	Stochastic	Nucleus	; cyt_mrna_MAPK3_201_	0.000185								
vTC118	Stochastic	Nucleus	; cyt_mrna_FOXO3_202_	0.00178								
vTC119	Stochastic	Nucleus	; cyt_mrna_RHEB_201_	0.00424								
vTC120	Stochastic	Nucleus	; cyt_mrna_RPTOR_201_	7.66E-05								
vTC121	Stochastic	Nucleus	; cyt_mrna_RPS6KB1_201_	0.000334								
vTC122	Stochastic	Nucleus	; cyt_mrna_RPS6KB2_201_	0.000223								
vTC123	Stochastic	Nucleus	; cyt_mrna_EIF4EBP1_201_	0.0047								
vTC124	Stochastic	Nucleus	; cyt_mrna_SOS1_202_	0.000421								
vTC125	Stochastic	Nucleus	; cyt_mrna_CDKN2A_201_	0								
vTC126	Stochastic	Nucleus	; cyt_mrna_MDM4_203_	0.00126								
vTC127	Stochastic	Nucleus	; cyt_mrna_FGFR1_214_	(k2969_1*nuc_gene_a_FGFR1_)+(k2969_2*nuc_gene_a_FGFR1_*(((nuc_prot_FOXO3_/k2969_3)^k2969_4)/(1.0+(nuc_prot_FOXO3_/k2969_3)^k2969_4)))	4.72E-05	0.1	60	4				
vTC128	Stochastic	Nucleus	; cyt_mrna_FGFR2_206_	(k2970_1*nuc_gene_a_FGFR2_)+(k2970_2*nuc_gene_a_FGFR2_*(((nuc_prot_FOXO3_/k2970_3)^k2970_4)/(1.0+(nuc_prot_FOXO3_/k2970_3)^k2970_4)))	0.000806	0.1	60	4				
vTC129	Stochastic	Nucleus	; cyt_mrna_FGF1_203_	0								
vTC130	Stochastic	Nucleus	; cyt_mrna_FGF2_203_	0								
vTC131	Stochastic	Nucleus	; cyt_mrna_EIF4E_201_	0.00393								
vTC132	Stochastic	Nucleus	; cyt_mrna_IRS1_201_	0.000978								
vTC133	Stochastic	Nucleus	; cyt_mrna_IRS2_201_	0.000652								
vTC134	Stochastic	Nucleus	; cyt_mrna_IGF1_202_	0								
vTC135	Stochastic	Nucleus	; cyt_mrna_IGF2_205_	0								
vTC136	Stochastic	Nucleus	; cyt_mrna_IGF1R_217_	(k2978_1*nuc_gene_a_IGF1R_)+(k2978_2*nuc_gene_a_IGF1R_*(((nuc_prot_FOXO3_/k2978_3)^k2978_4)/(1.0+(nuc_prot_FOXO3_/k2978_3)^k2978_4)))	0.000997	0.1	60	4				
vTC137	Stochastic	Nucleus	; cyt_mrna_MSH6_201_	0.00074								
vTC138	Stochastic	Nucleus	; cyt_mrna_BRCA2_201_	0.000296								
vTC139	Stochastic	Nucleus	; cyt_mrna_MGMT_205_	0.000413								
vTC140	Stochastic	Nucleus	; cyt_mrna_INSR_201_	(k2982_1*nuc_gene_a_INSR_)+(k2982_2*nuc_gene_a_INSR_*(((nuc_prot_FOXO3_/k2982_3)^k2982_4)/(1.0+(nuc_prot_FOXO3_/k2982_3)^k2982_4)))	0.0016	0.1	60	4				
vTC141	Stochastic	Nucleus	; cyt_mrna_INS_202_	0								
vTC142	Stochastic	Nucleus	; cyt_mrna_IFNG_201_	0								
vTC143	Stochastic	Nucleus	; cyt_mrna_IFNGR2_201_	0.00236								
vTC144	Stochastic	Nucleus	; cyt_mrna_JAK1_201_	0.00236								
vTC145	Stochastic	Nucleus	; cyt_mrna_STAT1_201_	0.00236								
vTC146	Stochastic	Nucleus	; cyt_mrna_PTPN11_201_	0.00236								
vTC147	Stochastic	Nucleus	; cyt_mrna_PTPN2_202_	0.00236								
vTC148	Stochastic	Nucleus	; cyt_mrna_PTPN1_201_	0.00236								
vTC149	Stochastic	Nucleus	; cyt_mrna_SOCS1_201_	(k2991_1*nuc_gene_a_SOCS1_)+(k2991_2*nuc_gene_a_SOCS1_*(((nuc_prot_p_STAT1__p_STAT1_/k2991_3)^k2991_4)/(1.0+(nuc_prot_p_STAT1__p_STAT1_/k2991_3)^k2991_4)))	0	0.1	400	1				
vTCd1	Stochastic	Cytoplasm	cyt_mrna_TP53_201_ ;	1.65E-05								
vTCd2	Stochastic	Cytoplasm	cyt_mrna_MDM2_202_ ;	6.02E-05								
vTCd3	Stochastic	Cytoplasm	cyt_mrna_PPM1D_201_ ;	8.67E-05								
vTCd4	Stochastic	Cytoplasm	cyt_mrna_ATM_229_ ;	1.31E-05								
vTCd5	Stochastic	Cytoplasm	cyt_mrna_ATR_201_ ;	1.76E-05								
vTCd6	Stochastic	Cytoplasm	cyt_mrna_RB1_201_ ;	3.01E-05								
vTCd7	Stochastic	Cytoplasm	cyt_mrna_E2F1_201_ ;	4.81E-05								
vTCd8	Stochastic	Cytoplasm	cyt_mrna_E2F2_203_ ;	7.89E-05								
vTCd9	Stochastic	Cytoplasm	cyt_mrna_E2F3_201_ ;	7.99E-05								
vTCd10	Stochastic	Cytoplasm	cyt_mrna_CCND1_201_ ;	1.38E-05								
vTCd11	Stochastic	Cytoplasm	cyt_mrna_CCND2_201_ ;	1.38E-05								
vTCd12	Stochastic	Cytoplasm	cyt_mrna_CCND3_203_ ;	1.38E-05								
vTCd13	Stochastic	Cytoplasm	cyt_mrna_CCNE1_201_ ;	0.000128								
vTCd14	Stochastic	Cytoplasm	cyt_mrna_CCNE2_201_ ;	0.000128								
vTCd15	Stochastic	Cytoplasm	cyt_mrna_SKP2_202_ ;	6.83E-05								
vTCd16	Stochastic	Cytoplasm	cyt_mrna_CDC25A_201_ ;	5.20E-05								
vTCd17	Stochastic	Cytoplasm	cyt_mrna_CDC25B_201_ ;	2.21E-05								
vTCd18	Stochastic	Cytoplasm	cyt_mrna_CDC25C_201_ ;	7.80E-05								
vTCd19	Stochastic	Cytoplasm	cyt_mrna_CCNA2_201_ ;	0.000128								
vTCd20	Stochastic	Cytoplasm	cyt_mrna_CDKN1B_201_ ;	8.96E-05								
vTCd21	Stochastic	Cytoplasm	cyt_mrna_CDH1_201_ ;	2.26E-05								
vTCd22	Stochastic	Cytoplasm	cyt_mrna_CCNB1_201_ ;	0.000128								
vTCd23	Stochastic	Cytoplasm	cyt_mrna_CDC20_201_ ;	2.14E-05								
vTCd24	Stochastic	Cytoplasm	cyt_mrna_WEE1_202_ ;	8.67E-05								
vTCd25	Stochastic	Cytoplasm	cyt_mrna_CHEK1_204_ ;	3.27E-05								
vTCd26	Stochastic	Cytoplasm	cyt_mrna_CDKN1A_201_ ;	0.000193								
vTCd27	Stochastic	Cytoplasm	cyt_mrna_CDK1_203_ ;	2.16E-05								
